InvoiceItemID,InvoiceRef,ProductRef,Quantity,Fee,Price,CreationDate
2230,444,626,1,103000000,103000000,2022-04-30 10:31:57.080
2230,444,626,1,103000000,103000000,2022-04-30 10:31:57.080
2230,444,626,1,103000000,103000000,2022-04-30 10:31:57.080
2230,444,626,1,103000000,103000000,2022-04-30 10:31:57.080
2275,445,477,1,14800000,14800000,2022-05-05 09:00:57.560
2275,445,477,1,14800000,14800000,2022-05-05 09:00:57.560
2275,445,477,1,14800000,14800000,2022-05-05 09:00:57.560
2275,445,477,1,14800000,14800000,2022-05-05 09:00:57.560
2275,445,477,1,14800000,14800000,2022-05-05 09:00:57.560
2275,445,477,1,14800000,14800000,2022-05-05 09:00:57.560
2276,445,478,1,16600000,16600000,2022-05-05 09:00:57.560
2276,445,478,1,16600000,16600000,2022-05-05 09:00:57.560
2276,445,478,1,16600000,16600000,2022-05-05 09:00:57.560
2276,445,478,1,16600000,16600000,2022-05-05 09:00:57.560
2276,445,478,1,16600000,16600000,2022-05-05 09:00:57.560
2276,445,478,1,16600000,16600000,2022-05-05 09:00:57.560
2277,445,646,1,268400000,268400000,2022-05-05 09:00:57.560
2277,445,646,1,268400000,268400000,2022-05-05 09:00:57.560
2277,445,646,1,268400000,268400000,2022-05-05 09:00:57.560
2277,445,646,1,268400000,268400000,2022-05-05 09:00:57.560
2277,445,646,1,268400000,268400000,2022-05-05 09:00:57.560
2277,445,646,1,268400000,268400000,2022-05-05 09:00:57.560
2279,446,697,1,88400000,88400000,2022-05-05 09:02:03.240
2279,446,697,1,88400000,88400000,2022-05-05 09:02:03.240
2279,446,697,1,88400000,88400000,2022-05-05 09:02:03.240
2281,447,827,6,52000000,312000000,2022-05-05 09:03:16.817
2281,447,827,6,52000000,312000000,2022-05-05 09:03:16.817
2281,447,827,6,52000000,312000000,2022-05-05 09:03:16.817
2281,447,827,6,52000000,312000000,2022-05-05 09:03:16.817
2314,448,478,1,16600000,16600000,2022-05-08 11:00:53.817
2314,448,478,1,16600000,16600000,2022-05-08 11:00:53.817
2318,449,229,1,49200000,49200000,2022-05-08 14:43:30.107
2318,449,229,1,49200000,49200000,2022-05-08 14:43:30.107
2330,450,827,4,52000000,208000000,2022-05-09 11:14:45.797
2330,450,827,4,52000000,208000000,2022-05-09 11:14:45.797
2372,451,227,8,17600000,140800000,2022-05-11 12:19:58.480
2372,451,227,8,17600000,140800000,2022-05-11 12:19:58.480
2373,451,648,2,268400000,536800000,2022-05-11 12:19:58.480
2373,451,648,2,268400000,536800000,2022-05-11 12:19:58.480
2374,451,255,2,151600000,303200000,2022-05-11 12:19:58.480
2374,451,255,2,151600000,303200000,2022-05-11 12:19:58.480
2378,452,825,20,32000000,640000000,2022-05-11 12:56:18.747
2378,452,825,20,32000000,640000000,2022-05-11 12:56:18.747
2378,452,825,20,32000000,640000000,2022-05-11 12:56:18.747
2378,452,825,20,32000000,640000000,2022-05-11 12:56:18.747
2436,454,918,4,5125179595,20500718380,2022-05-14 09:20:08.997
2436,454,918,4,5125179595,20500718380,2022-05-14 09:20:08.997
2436,454,918,4,5125179595,20500718380,2022-05-14 09:20:08.997
2436,454,918,4,5125179595,20500718380,2022-05-14 09:20:08.997
2436,454,918,4,5125179595,20500718380,2022-05-14 09:20:08.997
2438,455,3463,40,248000000,9920000000,2022-05-14 09:43:31.953
2438,455,3463,40,248000000,9920000000,2022-05-14 09:43:31.953
2438,455,3463,40,248000000,9920000000,2022-05-14 09:43:31.953
2438,455,3463,40,248000000,9920000000,2022-05-14 09:43:31.953
2438,455,3463,40,248000000,9920000000,2022-05-14 09:43:31.953
2525,461,827,12,52000000,624000000,2022-05-15 12:20:34.457
2525,461,827,12,52000000,624000000,2022-05-15 12:20:34.457
2564,462,824,40,23000000,920000000,2022-05-16 09:56:51.243
2564,462,824,40,23000000,920000000,2022-05-16 09:56:51.243
2565,462,288,1,360000000,360000000,2022-05-16 09:56:51.243
2565,462,288,1,360000000,360000000,2022-05-16 09:56:51.243
2568,463,715,2,118100000,236200000,2022-05-16 11:28:39.413
2568,463,715,2,118100000,236200000,2022-05-16 11:28:39.413
2569,463,230,2,54300000,108600000,2022-05-16 11:28:39.413
2569,463,230,2,54300000,108600000,2022-05-16 11:28:39.413
2602,467,161,2,81500000,163000000,2022-05-17 12:36:36.377
2602,467,161,2,81500000,163000000,2022-05-17 12:36:36.377
2602,467,161,2,81500000,163000000,2022-05-17 12:36:36.377
2603,467,521,1,245000000,245000000,2022-05-17 12:36:36.377
2603,467,521,1,245000000,245000000,2022-05-17 12:36:36.377
2603,467,521,1,245000000,245000000,2022-05-17 12:36:36.377
2610,468,824,24,27000000,648000000,2022-05-17 13:17:01.600
2610,468,824,24,27000000,648000000,2022-05-17 13:17:01.600
2611,468,825,20,36500050,730001000,2022-05-17 13:17:01.600
2611,468,825,20,36500050,730001000,2022-05-17 13:17:01.600
2612,468,826,9,47800000,430200000,2022-05-17 13:17:01.600
2612,468,826,9,47800000,430200000,2022-05-17 13:17:01.600
2614,469,825,32,32000000,1024000000,2022-05-17 13:18:23.720
2614,469,825,32,32000000,1024000000,2022-05-17 13:18:23.720
2614,469,825,32,32000000,1024000000,2022-05-17 13:18:23.720
2614,469,825,32,32000000,1024000000,2022-05-17 13:18:23.720
2616,470,603,1,70300000,70300000,2022-05-17 13:19:41.793
2616,470,603,1,70300000,70300000,2022-05-17 13:19:41.793
2616,470,603,1,70300000,70300000,2022-05-17 13:19:41.793
2616,470,603,1,70300000,70300000,2022-05-17 13:19:41.793
2616,470,603,1,70300000,70300000,2022-05-17 13:19:41.793
2616,470,603,1,70300000,70300000,2022-05-17 13:19:41.793
2618,471,623,1,118100000,118100000,2022-05-17 13:21:55.230
2618,471,623,1,118100000,118100000,2022-05-17 13:21:55.230
2619,471,824,6,22000000,132000000,2022-05-17 13:21:55.230
2619,471,824,6,22000000,132000000,2022-05-17 13:21:55.230
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2643,473,824,3,27000000,81000000,2022-05-18 08:22:30.613
2656,476,824,20,26000000,520000000,2022-05-18 15:49:14.627
2656,476,824,20,26000000,520000000,2022-05-18 15:49:14.627
2656,476,824,20,26000000,520000000,2022-05-18 15:49:14.627
2657,476,660,1,858500000,858500000,2022-05-18 15:49:14.627
2657,476,660,1,858500000,858500000,2022-05-18 15:49:14.627
2657,476,660,1,858500000,858500000,2022-05-18 15:49:14.627
2660,477,826,20,42000000,840000000,2022-05-18 15:52:40.360
2660,477,826,20,42000000,840000000,2022-05-18 15:52:40.360
2660,477,826,20,42000000,840000000,2022-05-18 15:52:40.360
2660,477,826,20,42000000,840000000,2022-05-18 15:52:40.360
2667,478,256,24,232000000,5568000000,2022-05-21 11:30:59.780
2667,478,256,24,232000000,5568000000,2022-05-21 11:30:59.780
2667,478,256,24,232000000,5568000000,2022-05-21 11:30:59.780
2667,478,256,24,232000000,5568000000,2022-05-21 11:30:59.780
2668,478,492,6,625000000,3750000000,2022-05-21 11:30:59.780
2668,478,492,6,625000000,3750000000,2022-05-21 11:30:59.780
2668,478,492,6,625000000,3750000000,2022-05-21 11:30:59.780
2668,478,492,6,625000000,3750000000,2022-05-21 11:30:59.780
2669,478,520,6,306000000,1836000000,2022-05-21 11:30:59.780
2669,478,520,6,306000000,1836000000,2022-05-21 11:30:59.780
2669,478,520,6,306000000,1836000000,2022-05-21 11:30:59.780
2669,478,520,6,306000000,1836000000,2022-05-21 11:30:59.780
2670,478,878,600,129500000,77700000000,2022-05-21 11:30:59.780
2670,478,878,600,129500000,77700000000,2022-05-21 11:30:59.780
2670,478,878,600,129500000,77700000000,2022-05-21 11:30:59.780
2670,478,878,600,129500000,77700000000,2022-05-21 11:30:59.780
2671,478,928,6,3019000000,18114000000,2022-05-21 11:30:59.780
2671,478,928,6,3019000000,18114000000,2022-05-21 11:30:59.780
2671,478,928,6,3019000000,18114000000,2022-05-21 11:30:59.780
2671,478,928,6,3019000000,18114000000,2022-05-21 11:30:59.780
2672,478,937,30,3690000000,110700000000,2022-05-21 11:30:59.780
2672,478,937,30,3690000000,110700000000,2022-05-21 11:30:59.780
2672,478,937,30,3690000000,110700000000,2022-05-21 11:30:59.780
2672,478,937,30,3690000000,110700000000,2022-05-21 11:30:59.780
2674,479,825,6,32000000,192000000,2022-05-21 12:03:33.177
2674,479,825,6,32000000,192000000,2022-05-21 12:03:33.177
2675,479,827,6,52000000,312000000,2022-05-21 12:03:33.177
2675,479,827,6,52000000,312000000,2022-05-21 12:03:33.177
2690,480,609,1,116500000,116500000,2022-05-21 13:32:58.983
2690,480,609,1,116500000,116500000,2022-05-21 13:32:58.983
2691,480,632,1,134250000,134250000,2022-05-21 13:32:58.983
2691,480,632,1,134250000,134250000,2022-05-21 13:32:58.983
2722,481,22547,6,25000000,150000000,2022-05-21 15:04:05.667
2722,481,22547,6,25000000,150000000,2022-05-21 15:04:05.667
2722,481,22547,6,25000000,150000000,2022-05-21 15:04:05.667
2722,481,22547,6,25000000,150000000,2022-05-21 15:04:05.667
2757,482,711,1,116000000,116000000,2022-05-22 10:23:18.807
2757,482,711,1,116000000,116000000,2022-05-22 10:23:18.807
2762,483,825,2,35000000,70000000,2022-05-22 11:50:58.380
2762,483,825,2,35000000,70000000,2022-05-22 11:50:58.380
2762,483,825,2,35000000,70000000,2022-05-22 11:50:58.380
2836,487,103,1,2370000000,2370000000,2022-05-24 13:02:38.623
2836,487,103,1,2370000000,2370000000,2022-05-24 13:02:38.623
2838,488,631,1,165000000,165000000,2022-05-24 13:04:04.377
2838,488,631,1,165000000,165000000,2022-05-24 13:04:04.377
2838,488,631,1,165000000,165000000,2022-05-24 13:04:04.377
2838,488,631,1,165000000,165000000,2022-05-24 13:04:04.377
2840,489,827,4,52000000,208000000,2022-05-24 13:05:31.977
2840,489,827,4,52000000,208000000,2022-05-24 13:05:31.977
2840,489,827,4,52000000,208000000,2022-05-24 13:05:31.977
2840,489,827,4,52000000,208000000,2022-05-24 13:05:31.977
2859,492,48738,2,57200000,114400000,2022-05-24 14:30:05.997
2859,492,48738,2,57200000,114400000,2022-05-24 14:30:05.997
2859,492,48738,2,57200000,114400000,2022-05-24 14:30:05.997
2859,492,48738,2,57200000,114400000,2022-05-24 14:30:05.997
2860,492,614,2,102500000,205000000,2022-05-24 14:30:05.997
2860,492,614,2,102500000,205000000,2022-05-24 14:30:05.997
2860,492,614,2,102500000,205000000,2022-05-24 14:30:05.997
2860,492,614,2,102500000,205000000,2022-05-24 14:30:05.997
2861,492,625,2,118100000,236200000,2022-05-24 14:30:05.997
2861,492,625,2,118100000,236200000,2022-05-24 14:30:05.997
2861,492,625,2,118100000,236200000,2022-05-24 14:30:05.997
2861,492,625,2,118100000,236200000,2022-05-24 14:30:05.997
2862,492,227,2,17600000,35200000,2022-05-24 14:30:05.997
2862,492,227,2,17600000,35200000,2022-05-24 14:30:05.997
2862,492,227,2,17600000,35200000,2022-05-24 14:30:05.997
2862,492,227,2,17600000,35200000,2022-05-24 14:30:05.997
2863,492,228,3,30300000,90900000,2022-05-24 14:30:05.997
2863,492,228,3,30300000,90900000,2022-05-24 14:30:05.997
2863,492,228,3,30300000,90900000,2022-05-24 14:30:05.997
2863,492,228,3,30300000,90900000,2022-05-24 14:30:05.997
2865,494,478,2,20000000,40000000,2022-05-24 14:34:19.770
2865,494,478,2,20000000,40000000,2022-05-24 14:34:19.770
2865,494,478,2,20000000,40000000,2022-05-24 14:34:19.770
2865,494,478,2,20000000,40000000,2022-05-24 14:34:19.770
2865,494,478,2,20000000,40000000,2022-05-24 14:34:19.770
2865,494,478,2,20000000,40000000,2022-05-24 14:34:19.770
2907,495,825,8,32000000,256000000,2022-05-28 16:11:35.577
2907,495,825,8,32000000,256000000,2022-05-28 16:11:35.577
2910,496,3463,20,250000000,5000000000,2022-05-29 09:32:32.290
2910,496,3463,20,250000000,5000000000,2022-05-29 09:32:32.290
2910,496,3463,20,250000000,5000000000,2022-05-29 09:32:32.290
2910,496,3463,20,250000000,5000000000,2022-05-29 09:32:32.290
2910,496,3463,20,250000000,5000000000,2022-05-29 09:32:32.290
2923,497,41,2,91000000,182000000,2022-05-29 15:32:15.737
2923,497,41,2,91000000,182000000,2022-05-29 15:32:15.737
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2925,498,824,20,27000000,540000000,2022-05-29 15:34:10.493
2927,499,827,4,52000000,208000000,2022-05-29 15:35:18.213
2927,499,827,4,52000000,208000000,2022-05-29 15:35:18.213
2927,499,827,4,52000000,208000000,2022-05-29 15:35:18.213
2927,499,827,4,52000000,208000000,2022-05-29 15:35:18.213
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2944,500,824,16,27000000,432000000,2022-05-30 11:57:29.127
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
2946,501,824,20,27000000,540000000,2022-05-30 11:58:59.990
3069,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3069,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3070,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3070,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3071,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3071,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3072,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3072,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3073,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3073,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3074,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3074,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3075,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3075,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3076,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3076,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3077,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3077,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3078,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3078,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3079,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3079,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3080,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3080,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3081,511,97,4,1110000000,4440000000,2022-05-31 15:44:59.113
3081,511,97,4,1110000000,4440000000,2022-05-31 15:44:59.113
3082,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3082,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3083,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3083,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3084,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3084,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3085,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3085,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3086,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3086,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3087,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3087,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3088,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3088,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3089,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3089,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3090,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3090,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3091,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3091,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3092,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3092,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3093,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3093,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3094,511,48,24,30000000,720000000,2022-05-31 15:44:59.113
3094,511,48,24,30000000,720000000,2022-05-31 15:44:59.113
3095,511,97,4,1110000000,4440000000,2022-05-31 15:44:59.113
3095,511,97,4,1110000000,4440000000,2022-05-31 15:44:59.113
3096,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3096,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3097,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3097,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3098,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3098,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3099,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3099,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3100,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3100,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3101,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3101,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3102,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3102,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3103,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3103,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3104,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3104,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3105,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3105,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3106,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3106,511,97,8,1110000000,8880000000,2022-05-31 15:44:59.113
3107,511,48,24,30000000,720000000,2022-05-31 15:44:59.113
3107,511,48,24,30000000,720000000,2022-05-31 15:44:59.113
3108,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3108,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3109,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3109,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3110,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3110,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3111,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3111,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3112,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3112,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3113,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3113,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3114,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3114,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3115,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3115,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3116,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3116,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3117,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3117,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3118,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3118,511,48,48,30000000,1440000000,2022-05-31 15:44:59.113
3125,513,22546,1,300000000,300000000,2022-06-01 10:26:38.127
3125,513,22546,1,300000000,300000000,2022-06-01 10:26:38.127
3140,516,105,1,3915500000,3915500000,2022-06-06 12:08:43.497
3140,516,105,1,3915500000,3915500000,2022-06-06 12:08:43.497
3143,517,247,1,58100000,58100000,2022-06-07 09:00:57.697
3143,517,247,1,58100000,58100000,2022-06-07 09:00:57.697
3146,518,827,2,57000000,114000000,2022-06-07 09:55:49.877
3146,518,827,2,57000000,114000000,2022-06-07 09:55:49.877
3148,519,624,1,118200000,118200000,2022-06-07 09:56:43.583
3148,519,624,1,118200000,118200000,2022-06-07 09:56:43.583
3150,520,478,1,20000000,20000000,2022-06-07 09:57:42.513
3150,520,478,1,20000000,20000000,2022-06-07 09:57:42.513
3152,521,515,1,44400000,44400000,2022-06-07 09:58:44.940
3152,521,515,1,44400000,44400000,2022-06-07 09:58:44.940
3153,521,247,1,58100000,58100000,2022-06-07 09:58:44.940
3153,521,247,1,58100000,58100000,2022-06-07 09:58:44.940
3154,521,647,1,338800000,338800000,2022-06-07 09:58:44.940
3154,521,647,1,338800000,338800000,2022-06-07 09:58:44.940
3159,522,238,5,33300000,166500000,2022-06-07 09:59:29.613
3159,522,238,5,33300000,166500000,2022-06-07 09:59:29.613
3159,522,238,5,33300000,166500000,2022-06-07 09:59:29.613
3160,522,626,3,118200000,354600000,2022-06-07 09:59:29.613
3160,522,626,3,118200000,354600000,2022-06-07 09:59:29.613
3160,522,626,3,118200000,354600000,2022-06-07 09:59:29.613
3168,524,104,1,2910000000,2910000000,2022-06-07 15:28:26.917
3168,524,104,1,2910000000,2910000000,2022-06-07 15:28:26.917
3169,524,824,48,22000000,1056000000,2022-06-07 15:28:26.917
3169,524,824,48,22000000,1056000000,2022-06-07 15:28:26.917
3170,524,253,1,151600000,151600000,2022-06-07 15:28:26.917
3170,524,253,1,151600000,151600000,2022-06-07 15:28:26.917
3172,525,521,1,210000000,210000000,2022-06-07 15:31:35.507
3172,525,521,1,210000000,210000000,2022-06-07 15:31:35.507
3173,525,825,100,31000000,3100000000,2022-06-07 15:31:35.507
3173,525,825,100,31000000,3100000000,2022-06-07 15:31:35.507
3174,525,254,2,151600000,303200000,2022-06-07 15:31:35.507
3174,525,254,2,151600000,303200000,2022-06-07 15:31:35.507
3203,528,827,48,50000000,2400000000,2022-06-08 12:15:10.870
