InvoiceID,Number,Date,CustomerRef,BrokerRef,Creator,PayerType,InvoicePrice,InvoiceAdditionAmount,InvoiceReductionAmount,InvoiceNetPrice,InvoiceStauts,CreationDate,SalesArea,RegionalDivision,SalesAreaNumber,RegionalDivisionNumber,InvoiceStatusNumber
742,26457,2022-08-21,21900,2,8952,1,1579900000,142191000,0,1722091000,Registred by Accounting,2022-08-21 13:32:55.327,تک فروشی,تهران,0,29,1
743,26458,2022-08-21,21900,2,8952,1,1505000000,135450000,0,1640450000,Registred by Accounting,2022-08-21 13:41:52.563,تک فروشی,تهران,0,29,1
744,26459,2022-08-21,15724,1,8959,3,140000000,12600000,0,152600000,Registred by Accounting,2022-08-21 14:22:16.270,تک فروشی,ایلام,0,14,1
747,26460,2022-08-24,13029,1,8959,1,6400000000,576000000,0,6976000000,Registred by Accounting,2022-08-24 11:04:34.127,نمایندگان,اصفهان,3,11,1
748,26461,2022-08-24,13081,1,8959,1,640000000,57600000,0,697600000,Registred by Accounting,2022-08-24 14:24:50.923,نمایندگان,رشت,3,39,1
749,26462,2022-08-24,15694,1,8959,1,42000000,3780000,0,45780000,Registred by Accounting,2022-08-24 14:25:46.403,نمایندگان,علی آباد کتول,3,59,1
750,26463,2022-08-24,16929,1,8959,1,118200000,10638000,0,128838000,Registred by Accounting,2022-08-24 14:26:43.000,تک فروشی,قم,0,64,1
751,26464,2022-08-28,471,5,8955,1,280000000,25200000,0,305200000,Registred by Accounting,2022-08-28 14:00:34.173,تک فروشی,تهران,0,29,1
752,26465,2022-08-29,490,5,8955,1,240000000,21600000,0,261600000,Registred by Accounting,2022-08-29 09:49:20.270,تک فروشی,تهران,0,29,1
753,26466,2022-08-29,20636,2,8952,1,176750000,15907500,0,192657500,Registred by Accounting,2022-08-29 14:27:59.513,تک فروشی,تهران,0,29,1
754,26467,2022-08-29,20770,2,8952,1,2021000000,181890000,0,2202890000,Registred by Accounting,2022-08-29 14:39:39.473,تک فروشی,تهران,0,29,1
755,26468,2022-08-29,19340,1,8959,1,2079000000,187110000,0,2266110000,Registred by Accounting,2022-08-29 15:30:19.143,نمایندگان,کرج,3,85,1
756,26469,2022-08-30,20770,2,8952,1,45000000,4050000,0,49050000,Registred by Accounting,2022-08-30 08:12:42.457,تک فروشی,تهران,0,29,1
757,26470,2022-08-31,20636,2,8952,1,5616000000,505440000,0,6121440000,Registred by Accounting,2022-08-31 13:04:25.133,تک فروشی,تهران,0,29,1
758,26471,2022-09-03,21293,3,1909,1,280000000,25200000,0,305200000,Registred by Accounting,2022-09-03 09:40:47.027,تک فروشی,تهران,0,29,1
759,26472,2022-09-03,14182,2,8952,1,5600000000,504000000,0,6104000000,Registred by Accounting,2022-09-03 10:12:36.680,تک فروشی,تهران,0,29,1
760,26473,2022-09-03,15437,1,8959,1,1320800000,118872000,0,1439672000,Registred by Accounting,2022-09-03 11:05:18.763,نمایندگان,یزد,3,93,1
761,26474,2022-09-03,20397,1,8959,1,708600000,63774000,0,772374000,Registred by Accounting,2022-09-03 11:07:23.740,نمایندگان,یاسوج,3,92,1
762,26475,2022-09-03,14277,1,8959,1,118100000,10629000,0,128729000,Registred by Accounting,2022-09-03 11:08:24.013,نمایندگان,سمنان,3,46,1
763,26476,2022-09-03,3,1,8959,1,133200000,11988000,0,145188000,Registred by Accounting,2022-09-03 11:09:11.887,نمایندگان,مشهد,3,77,1
764,26477,2022-09-03,18866,1,8959,1,500000000,45000000,0,545000000,Registred by Accounting,2022-09-03 11:10:14.207,تک فروشی,تهران,0,29,1
765,26478,2022-09-03,14277,1,8959,1,17600000,1584000,0,19184000,Registred by Accounting,2022-09-03 11:10:53.743,نمایندگان,سمنان,3,46,1
766,26479,2022-09-03,16978,1,8959,1,80500000,7245000,0,87745000,Registred by Accounting,2022-09-03 11:11:37.660,نمایندگان,اصفهان,3,11,1
767,26480,2022-09-03,14277,1,8959,1,267400000,24066000,0,291466000,Registred by Accounting,2022-09-03 14:18:41.800,نمایندگان,سمنان,3,46,1
768,26481,2022-09-03,16856,1,8959,1,98100000,8829000,0,106929000,Registred by Accounting,2022-09-03 14:34:45.003,نمایندگان,شیراز,3,56,1
769,26482,2022-09-06,506,5,8952,1,336000000,30240000,0,366240000,Registred by Accounting,2022-09-06 09:24:15.093,تک فروشی,قائمشهر,0,61,1
770,26483,2022-09-06,20397,1,8959,1,836800000,75312000,0,912112000,Registred by Accounting,2022-09-06 10:27:11.587,نمایندگان,یاسوج,3,92,1
771,26484,2022-09-06,15694,1,8959,1,1191600000,107244000,0,1298844000,Registred by Accounting,2022-09-06 10:29:59.120,نمایندگان,علی آباد کتول,3,59,1
772,26485,2022-09-06,13015,3,1909,1,100800000,9072000,0,109872000,Registred by Accounting,2022-09-06 11:47:47.233,تک فروشی,تهران,0,29,1
775,26486,2022-09-06,17532,2,8952,1,6147900000,553311000,0,6701211000,Registred by Accounting,2022-09-06 15:11:40.583,تک فروشی,تهران,0,29,1
776,26487,2022-09-06,13120,3,1909,3,25522500000,2297025000,0,27819525000,Registred by Accounting,2022-09-06 16:06:09.080,مناقصه ای,اصفهان,2,11,1
778,26490,2022-09-07,20770,2,8952,1,720000000,64800000,0,784800000,Registred by Accounting,2022-09-07 11:13:28.880,تک فروشی,تهران,0,29,1
780,26491,2022-09-08,14449,1,8959,1,403300000,36297000,0,439597000,Registred by Accounting,2022-09-08 09:41:15.993,نمایندگان,کرمان,3,87,1
781,26492,2022-09-08,15205,1,8959,1,215700000,19413000,0,235113000,Registred by Accounting,2022-09-08 09:45:56.197,نمایندگان,بیرجند,3,26,1
782,26493,2022-09-08,460,1,8959,1,407700000,36693000,0,444393000,Registred by Accounting,2022-09-08 09:52:47.763,تک فروشی,مشهد,0,77,1
783,26494,2022-09-08,13081,1,8959,1,407700000,36693000,0,444393000,Registred by Accounting,2022-09-08 09:55:41.283,نمایندگان,رشت,3,39,1
784,26495,2022-09-08,16978,1,8959,1,602400000,54216000,0,656616000,Registred by Accounting,2022-09-08 09:57:59.770,نمایندگان,اصفهان,3,11,1
785,26496,2022-09-08,16817,1,8959,1,624000000,56160000,0,680160000,Registred by Accounting,2022-09-08 10:00:09.467,نمایندگان,مشهد,3,77,1
786,26497,2022-09-10,321,1,8959,1,204000000,18360000,0,222360000,Registred by Accounting,2022-09-10 09:33:17.893,تک فروشی,تهران,0,29,1
787,26488,2022-09-07,515,8,8947,1,1990620200,179155818,0,2169776018,Registred by Accounting,2022-09-10 10:21:13.503,تک فروشی,ورامین,0,83,1
788,26489,2022-09-07,515,8,8947,1,3917442940,352569865,0,4270012805,Registred by Accounting,2022-09-10 10:23:10.453,تک فروشی,ورامین,0,83,1
790,26498,2022-09-10,14182,2,8952,1,280000000,25200000,0,305200000,Registred by Accounting,2022-09-10 14:37:02.117,تک فروشی,تهران,0,29,1
791,26499,2022-09-10,21900,2,8952,1,3062000000,275580000,0,3337580000,Registred by Accounting,2022-09-10 14:39:38.817,تک فروشی,تهران,0,29,1
793,26500,2022-09-10,21900,2,8952,1,1238400000,111456000,0,1349856000,Registred by Accounting,2022-09-10 14:53:26.863,تک فروشی,تهران,0,29,1
795,26501,2022-09-11,16039,4,8974,1,90000000,8100000,0,98100000,Registred by Accounting,2022-09-11 16:10:48.853,تک فروشی,تهران,0,29,1
796,26502,2022-09-12,13015,3,1909,1,650000000,58500000,0,708500000,Registred by Accounting,2022-09-12 11:35:58.197,تک فروشی,تهران,0,29,1
797,26505,2022-09-13,20636,2,8952,1,212100000,19089000,0,231189000,Registred by Accounting,2022-09-12 11:41:09.090,تک فروشی,تهران,0,29,1
798,26503,2022-09-13,23705,1,8959,1,2215000000,199350000,0,2414350000,Registred by Accounting,2022-09-13 11:17:52.823,تک فروشی,تهران,0,29,1
799,26504,2022-09-13,18891,1,8959,1,30000000,2700000,0,32700000,Registred by Accounting,2022-09-13 11:20:25.330,تک فروشی,هشتگرد,0,81,1
800,26506,2022-09-14,20636,4,8974,1,119200000,10728000,0,129928000,Registred by Accounting,2022-09-14 09:03:25.923,نمایندگان,تهران,3,29,1
801,26507,2022-09-14,20636,4,8974,1,520000000,46800000,0,566800000,Registred by Accounting,2022-09-14 09:05:01.040,نمایندگان,تهران,3,29,1
802,26509,2022-09-14,489,5,8955,1,4954128440,445871560,0,5400000000,Registred by Accounting,2022-09-14 09:23:08.113,تک فروشی,تهران,0,29,1
803,26510,2022-09-14,16627,1,8959,1,338800000,30492000,0,369292000,Registred by Accounting,2022-09-14 12:19:13.863,نمایندگان,قزوین,3,62,1
805,26511,2022-09-14,22075,1,8959,1,198000000,17820000,0,215820000,Registred by Accounting,2022-09-14 12:24:45.940,نمایندگان,اراک,3,2,1
806,26512,2022-09-18,529,1,8943,3,460000000,41400000,0,501400000,Registred by Accounting,2022-09-18 15:54:04.153,تک فروشی,اراک,0,2,1
807,26514,2022-09-19,523,8,8947,1,53460000,4811400,0,58271400,Registred by Accounting,2022-09-19 09:39:32.127,تک فروشی,تهران,0,29,1
808,26515,2022-09-19,523,8,8947,1,75050000,6754500,0,81804500,Registred by Accounting,2022-09-19 09:40:08.427,تک فروشی,تهران,0,29,1
809,26516,2022-09-19,523,8,8947,1,50940000,4584600,0,55524600,Registred by Accounting,2022-09-19 09:40:40.167,تک فروشی,تهران,0,29,1
810,26513,2022-09-19,15602,3,1909,1,350000000,31500000,0,381500000,Registred by Accounting,2022-09-19 09:57:56.673,تک فروشی,یزد,0,93,1
811,26517,2022-09-19,523,8,8947,1,75325000,6779250,0,82104250,Registred by Accounting,2022-09-19 11:46:31.937,تک فروشی,تهران,0,29,1
812,26518,2022-09-19,20770,2,8952,1,300000000,27000000,0,327000000,Registred by Accounting,2022-09-19 14:49:13.497,تک فروشی,تهران,0,29,1
813,26519,2022-09-19,21900,2,8952,1,1918000000,172620000,0,2090620000,Registred by Accounting,2022-09-19 16:29:39.900,تک فروشی,تهران,0,29,1
814,26520,2022-09-20,20770,2,8952,1,228000000,20520000,0,248520000,Registred by Accounting,2022-09-20 14:57:19.100,تک فروشی,تهران,0,29,1
815,26521,2022-09-20,20770,2,8952,1,190000000,17100000,0,207100000,Registred by Accounting,2022-09-20 14:59:35.437,تک فروشی,تهران,0,29,1
816,26522,2022-09-21,15694,1,8959,1,592200000,53298000,0,645498000,Registred by Accounting,2022-09-21 09:24:17.063,نمایندگان,علی آباد کتول,3,59,1
817,26523,2022-09-21,13081,1,8959,1,1054800000,94932000,0,1149732000,Registred by Accounting,2022-09-21 09:26:15.990,نمایندگان,رشت,3,39,1
818,26524,2022-09-21,15694,1,8959,1,489300000,44037000,0,533337000,Registred by Accounting,2022-09-21 09:27:34.497,نمایندگان,علی آباد کتول,3,59,1
819,26525,2022-09-21,15205,1,8959,1,590500000,53145000,0,643645000,Registred by Accounting,2022-09-21 09:30:40.087,نمایندگان,بیرجند,3,26,1
820,26526,2022-09-21,18943,1,8959,1,75000000,6750000,0,81750000,Registred by Accounting,2022-09-21 09:31:50.433,تک فروشی,استان کرمان,0,9,1
824,26529,2022-09-28,15978,3,1909,1,852500000,76725000,0,929225000,Registred by Accounting,2022-09-28 09:23:56.060,تک فروشی,تهران,0,29,1
825,26527,2022-09-26,20874,1,8959,1,20097000000,1808730000,0,21905730000,Registred by Accounting,2022-09-28 09:39:13.050,تک فروشی,تهران,0,29,1
827,26533,2022-09-28,3,1,8959,1,251700000,22653000,0,274353000,Registred by Accounting,2022-09-28 10:20:46.693,نمایندگان,مشهد,3,77,1
828,26532,2022-09-28,16978,1,8959,1,118100000,10629000,0,128729000,Registred by Accounting,2022-09-28 10:22:29.663,نمایندگان,اصفهان,3,11,1
829,26531,2022-09-28,16978,1,8959,1,118100000,10629000,0,128729000,Registred by Accounting,2022-09-28 10:23:48.127,نمایندگان,اصفهان,3,11,1
830,26530,2022-09-28,16817,1,8959,1,118100000,10629000,0,128729000,Registred by Accounting,2022-09-28 10:25:28.537,نمایندگان,مشهد,3,77,1
834,26534,2022-10-01,14121,2,8952,1,10900080000,981007200,0,11881087200,Registred by Accounting,2022-10-01 14:01:50.577,تک فروشی,تهران,0,29,1
835,26535,2022-10-02,15425,1,8959,1,2800000000,252000000,0,3052000000,Registred by Accounting,2022-10-02 10:17:37.050,تک فروشی,تهران,0,29,1
836,26536,2022-10-02,16627,1,8959,1,118100000,10629000,0,128729000,Registred by Accounting,2022-10-02 10:21:06.533,نمایندگان,قزوین,3,62,1
842,26537,2022-10-02,14449,1,8959,1,102500000,9225000,0,111725000,Registred by Accounting,2022-10-02 10:22:23.807,نمایندگان,کرمان,3,87,1
845,26538,2022-10-02,13832,3,1909,1,2400000000,216000000,0,2616000000,Registred by Accounting,2022-10-02 15:28:44.857,تک فروشی,تهران,0,29,1
846,26539,2022-10-03,16627,1,8959,1,251700000,22653000,0,274353000,Registred by Accounting,2022-10-03 12:46:55.137,نمایندگان,قزوین,3,62,1
847,26540,2022-10-03,16978,1,8959,1,640000000,57600000,0,697600000,Registred by Accounting,2022-10-03 12:47:48.313,نمایندگان,اصفهان,3,11,1
848,26541,2022-10-03,14449,1,8959,1,370000000,33300000,0,403300000,Registred by Accounting,2022-10-03 12:51:01.840,نمایندگان,کرمان,3,87,1
849,26542,2022-10-04,22140,2,8952,1,173200000,15588000,0,188788000,Registred by Accounting,2022-10-04 11:19:44.430,تک فروشی,تهران,0,29,1
850,26543,2022-10-06,21216,2,8952,1,605000000,54450000,0,659450000,Registred by Accounting,2022-10-06 09:30:05.387,تک فروشی,تهران,0,29,1
851,26544,2022-10-06,20636,4,8974,1,284000000,25560000,0,309560000,Registred by Accounting,2022-10-06 10:07:04.210,نمایندگان,تهران,3,29,1
852,26545,2022-10-06,20641,2,8952,1,366000000,32940000,0,398940000,Registred by Accounting,2022-10-06 10:35:25.433,تک فروشی,تهران,0,29,1
853,26546,2022-10-06,20641,2,8952,1,91200000,8208000,0,99408000,Registred by Accounting,2022-10-06 10:37:00.053,تک فروشی,تهران,0,29,1
854,26547,2022-10-08,523,8,8947,1,60300000,5427000,0,65727000,Registred by Accounting,2022-10-08 11:15:47.657,تک فروشی,تهران,0,29,1
855,26549,2022-10-09,17791,1,8959,1,35718700000,3214683000,0,38933383000,Registred by Accounting,2022-10-09 11:55:51.607,مناقصه ای,شیراز,2,56,1
856,26548,2022-10-09,16627,1,8959,1,813600000,73224000,0,886824000,Registred by Accounting,2022-10-09 14:46:36.873,نمایندگان,قزوین,3,62,1
857,26550,2022-10-09,19459,1,8959,1,125100000,11259000,0,136359000,Registred by Accounting,2022-10-09 14:48:05.430,تک فروشی,ارومیه,0,4,1
858,26551,2022-10-09,14449,1,8959,1,813600000,73224000,0,886824000,Registred by Accounting,2022-10-09 14:49:07.327,نمایندگان,کرمان,3,87,1
859,26552,2022-10-09,19340,1,8959,1,258600000,23274000,0,281874000,Registred by Accounting,2022-10-09 14:50:01.583,نمایندگان,کرج,3,85,1
860,26553,2022-10-09,23645,1,8959,1,1365700000,122913000,0,1488613000,Registred by Accounting,2022-10-09 14:50:55.843,تک فروشی,بندرعباس,0,22,1
862,26555,2022-10-10,3,1,8959,1,834700000,75123000,0,909823000,Registred by Accounting,2022-10-10 14:41:30.170,نمایندگان,مشهد,3,77,1
863,26556,2022-10-10,20874,1,8959,1,9750000000,877500000,0,10627500000,Registred by Accounting,2022-10-10 15:09:31.327,تک فروشی,تهران,0,29,1
866,26557,2022-10-11,14419,4,8974,1,456000000,41040000,0,497040000,Registred by Accounting,2022-10-11 09:55:27.007,تک فروشی,تهران,0,29,1
868,26559,2022-10-11,21216,2,8952,1,758000000,68220000,0,826220000,Registred by Accounting,2022-10-11 13:58:47.743,تک فروشی,تهران,0,29,1
869,26560,2022-10-11,21216,2,8952,1,742500000,66825000,0,809325000,Registred by Accounting,2022-10-11 14:00:57.213,تک فروشی,تهران,0,29,1
871,26554,2022-10-10,19993,1,8959,1,64700000000,5823000000,0,70523000000,Registred by Accounting,2022-10-12 12:25:17.847,تک فروشی,تهران,0,29,1
872,26561,2022-10-12,13766,2,8952,1,8435000000,759150000,0,9194150000,Registred by Accounting,2022-10-12 12:42:03.040,تک فروشی,تهران,0,29,1
873,26562,2022-10-12,13766,2,8952,1,1612500000,145125000,0,1757625000,Registred by Accounting,2022-10-12 12:44:05.633,تک فروشی,تهران,0,29,1
874,26563,2022-10-12,21216,2,8952,1,612500000,55125000,0,667625000,Registred by Accounting,2022-10-12 14:21:23.480,تک فروشی,تهران,0,29,1
875,26564,2022-10-12,21216,2,8952,1,1783000000,160470000,0,1943470000,Registred by Accounting,2022-10-12 14:23:32.860,تک فروشی,تهران,0,29,1
876,26565,2022-10-13,23138,1,8959,1,196000000,17640000,0,213640000,Registred by Accounting,2022-10-13 11:43:29.240,تک فروشی,تهران,0,29,1
877,26566,2022-10-13,14449,1,8959,1,236200000,21258000,0,257458000,Registred by Accounting,2022-10-13 11:44:37.113,نمایندگان,کرمان,3,87,1
878,26567,2022-10-13,20505,1,8959,1,896000000,80640000,0,976640000,Registred by Accounting,2022-10-13 11:45:32.737,تک فروشی,تهران,0,29,1
879,26568,2022-10-13,21296,1,8959,1,156000000,14040000,0,170040000,Registred by Accounting,2022-10-13 11:46:21.953,تک فروشی,تبریز,0,27,1
880,26569,2022-10-15,21216,2,8952,1,868300000,78147000,0,946447000,Registred by Accounting,2022-10-15 09:39:57.083,تک فروشی,تهران,0,29,1
882,26570,2022-10-16,520,1,8959,1,5059300000,455337000,0,5514637000,Registred by Accounting,2022-10-16 14:14:38.480,تک فروشی,قشم,0,63,1
883,26571,2022-10-17,14419,4,8974,1,250000000,22500000,0,272500000,Registred by Accounting,2022-10-17 08:25:01.793,تک فروشی,تهران,0,29,1
886,26572,2022-10-19,14974,2,8952,1,186500000,16785000,0,203285000,Registred by Accounting,2022-10-19 11:31:15.313,تک فروشی,تهران,0,29,1
887,26573,2022-10-19,14974,2,8952,1,275500000,24795000,0,300295000,Registred by Accounting,2022-10-19 11:46:49.140,تک فروشی,تهران,0,29,1
888,26574,2022-10-19,501,1,8959,1,2174100000,195669000,0,2369769000,Registred by Accounting,2022-10-19 13:18:48.413,تک فروشی,شوش دانیال,0,54,1
889,26575,2022-10-19,23645,1,8959,1,742000000,66780000,0,808780000,Registred by Accounting,2022-10-19 13:20:02.913,تک فروشی,بندرعباس,0,22,1
890,26576,2022-10-20,20636,4,8974,1,1419000000,127710000,0,1546710000,Registred by Accounting,2022-10-20 11:39:41.837,نمایندگان,تهران,3,29,1
892,26577,2022-10-24,519,1,8959,1,193100000,17379000,0,210479000,Registred by Accounting,2022-10-24 12:42:46.407,تک فروشی,سنندج,0,47,1
893,26578,2022-10-24,14277,1,8959,1,284800000,25632000,0,310432000,Registred by Accounting,2022-10-24 12:44:56.947,نمایندگان,سمنان,3,46,1
894,26579,2022-10-24,14449,1,8959,1,844700000,76023000,0,920723000,Registred by Accounting,2022-10-24 12:45:57.233,نمایندگان,کرمان,3,87,1
895,26580,2022-10-24,15694,1,8959,1,128000000,11520000,0,139520000,Registred by Accounting,2022-10-24 12:46:43.897,نمایندگان,علی آباد کتول,3,59,1
897,26581,2022-10-27,20636,4,8974,1,114000000,10260000,0,124260000,Registred by Accounting,2022-10-27 09:03:43.570,نمایندگان,تهران,3,29,1
898,26582,2022-10-29,523,8,8947,1,104760000,9428400,0,114188400,Registred by Accounting,2022-10-29 09:58:04.753,تک فروشی,تهران,0,29,1
899,26583,2022-10-29,15724,1,8959,3,912000000,82080000,0,994080000,Registred by Accounting,2022-10-29 11:05:52.197,تک فروشی,ایلام,0,14,1
900,26584,2022-10-29,16856,1,8959,1,503400000,45306000,0,548706000,Registred by Accounting,2022-10-29 11:08:45.287,نمایندگان,شیراز,3,56,1
901,26585,2022-10-29,16627,1,8959,1,80500000,7245000,0,87745000,Registred by Accounting,2022-10-29 11:10:11.150,نمایندگان,قزوین,3,62,1
902,26586,2022-10-29,465,1,8959,1,152900000,13761000,0,166661000,Registred by Accounting,2022-10-29 11:11:02.067,تک فروشی,نور,0,80,1
904,26587,2022-10-29,15724,1,8959,3,684000000,61560000,0,745560000,Registred by Accounting,2022-10-29 13:13:11.353,تک فروشی,ایلام,0,14,1
912,26588,2022-10-29,404,5,8952,1,8500000000,765000000,0,9265000000,Registred by Accounting,2022-10-29 14:42:16.197,تک فروشی,تهران,0,29,1
913,26589,2022-10-29,21216,2,8952,1,49200000,4428000,0,53628000,Registred by Accounting,2022-10-29 14:45:05.840,تک فروشی,تهران,0,29,1
914,26590,2022-10-29,20641,2,8952,1,101000000,9090000,0,110090000,Registred by Accounting,2022-10-29 15:00:03.763,تک فروشی,تهران,0,29,1
915,26591,2022-10-29,20641,2,8952,1,184800000,16632000,0,201432000,Registred by Accounting,2022-10-29 15:02:15.733,تک فروشی,تهران,0,29,1
916,26594,2022-10-30,15984,2,8955,1,105000000,9450000,0,114450000,Registred by Accounting,2022-10-30 09:21:36.397,تک فروشی,تهران,0,29,1
917,26592,2022-10-30,531,5,8955,1,34500000,3105000,0,37605000,Registred by Accounting,2022-10-30 10:13:52.033,تک فروشی,تهران,0,29,1
918,26593,2022-10-30,531,5,8955,1,142000000,12780000,0,154780000,Registred by Accounting,2022-10-30 10:17:06.113,تک فروشی,تهران,0,29,1
919,26595,2022-10-31,19340,1,8959,1,118100000,10629000,0,128729000,Registred by Accounting,2022-10-31 10:15:21.023,نمایندگان,کرج,3,85,1
920,26596,2022-10-31,14449,1,8959,1,161000000,14490000,0,175490000,Registred by Accounting,2022-10-31 10:16:17.823,نمایندگان,کرمان,3,87,1
921,26597,2022-11-02,18806,4,8974,1,435500000,39195000,0,474695000,Registred by Accounting,2022-11-02 09:09:21.810,تک فروشی,تهران,0,29,1
924,26598,2022-11-02,20641,2,8952,1,57000000,5130000,0,62130000,Registred by Accounting,2022-11-02 12:40:00.347,تک فروشی,تهران,0,29,1
925,26599,2022-11-02,20641,2,8952,1,57000000,5130000,0,62130000,Registred by Accounting,2022-11-02 12:42:27.777,تک فروشی,تهران,0,29,1
927,26600,2022-11-02,13766,2,8955,1,67000000,6030000,0,73030000,Registred by Accounting,2022-11-02 15:33:53.243,تک فروشی,تهران,0,29,1
928,26602,2022-11-03,22870,1,8959,1,120900000,10881000,0,131781000,Registred by Accounting,2022-11-03 10:06:25.457,تک فروشی,ارومیه,0,4,1
929,26601,2022-11-03,314,1,8959,1,2168500000,195165000,0,2363665000,Registred by Accounting,2022-11-03 10:09:33.137,تک فروشی,تبریز,0,27,1
930,26603,2022-11-03,465,1,8959,1,136900000,12321000,0,149221000,Registred by Accounting,2022-11-03 10:10:14.880,تک فروشی,نور,0,80,1
931,26604,2022-11-03,16929,1,8959,1,118200000,10638000,0,128838000,Registred by Accounting,2022-11-03 10:10:57.153,تک فروشی,قم,0,64,1
932,26605,2022-11-03,16978,1,8959,1,370000000,33300000,0,403300000,Registred by Accounting,2022-11-03 10:11:56.140,نمایندگان,اصفهان,3,11,1
933,26606,2022-11-05,569,8,8947,1,216512560,19486130,0,235998690,Registred by Accounting,2022-11-05 12:00:15.637,تک فروشی,کرج,0,85,1
935,26607,2022-11-05,19993,1,8959,1,900000000,81000000,0,981000000,Registred by Accounting,2022-11-05 14:24:29.737,تک فروشی,تهران,0,29,1
938,26608,2022-11-09,13766,2,8952,1,1690250000,152122500,0,1842372500,Registred by Accounting,2022-11-09 09:21:31.357,تک فروشی,تهران,0,29,1
939,26610,2022-11-09,534,5,8955,1,817920000,73612800,0,891532800,Registred by Accounting,2022-11-09 11:20:17.533,تک فروشی,تهران,0,29,1
940,26609,2022-11-09,13766,2,8952,1,469000000,42210000,0,511210000,Registred by Accounting,2022-11-09 16:01:15.520,تک فروشی,تهران,0,29,1
941,26613,2022-11-13,577,2,8952,1,173500000,15615000,0,189115000,Registred by Accounting,2022-11-12 10:53:39.840,تک فروشی,تهران,0,29,1
942,26611,2022-11-12,15205,1,8959,1,880000000,79200000,0,959200000,Registred by Accounting,2022-11-12 12:09:15.853,نمایندگان,بیرجند,3,26,1
943,26612,2022-11-13,576,1,8959,1,585000000,52650000,0,637650000,Registred by Accounting,2022-11-13 10:41:37.570,تک فروشی,مهاباد,0,78,1
944,26614,2022-11-13,13996,1,8959,1,184000000,16560000,0,200560000,Registred by Accounting,2022-11-13 10:43:01.787,تک فروشی,تهران,0,29,1
945,26615,2022-11-13,16978,1,8959,1,472400000,42516000,0,514916000,Registred by Accounting,2022-11-13 10:44:36.327,نمایندگان,اصفهان,3,11,1
946,26616,2022-11-13,15205,1,8959,1,700000000,63000000,0,763000000,Registred by Accounting,2022-11-13 14:11:37.390,نمایندگان,بیرجند,3,26,1
947,26617,2022-11-14,587,8,8947,1,297524100,26777169,0,324301269,Registred by Accounting,2022-11-14 10:50:13.803,تک فروشی,شهریار,0,53,1
948,26618,2022-11-14,15724,1,8959,3,2622000000,235980000,0,2857980000,Registred by Accounting,2022-11-14 11:08:51.753,تک فروشی,ایلام,0,14,1
949,26619,2022-11-14,14419,4,8974,1,225000000,20250000,0,245250000,Registred by Accounting,2022-11-14 12:20:03.017,تک فروشی,تهران,0,29,1
950,26620,2022-11-17,20636,4,8974,1,278000000,25020000,0,303020000,Registred by Accounting,2022-11-17 09:06:59.037,نمایندگان,تهران,3,29,1
951,26621,2022-11-19,16978,1,8959,1,1181000000,106290000,0,1287290000,Registred by Accounting,2022-11-19 13:25:40.683,نمایندگان,اصفهان,3,11,1
952,26622,2022-11-19,18866,1,8959,1,560000000,50400000,0,610400000,Registred by Accounting,2022-11-19 13:26:31.447,تک فروشی,تهران,0,29,1
953,26623,2022-11-19,18866,1,8959,1,453500000,40815000,0,494315000,Registred by Accounting,2022-11-19 13:27:17.323,تک فروشی,تهران,0,29,1
955,26558,2022-10-11,592,8,8947,1,504600000,45414000,0,550014000,Registred by Accounting,2022-11-21 08:22:57.060,تک فروشی,کرج,0,85,1
956,26625,2022-11-21,23641,1,8959,1,113400000,10206000,0,123606000,Registred by Accounting,2022-11-21 09:37:12.797,تک فروشی,تهران,0,29,1
957,26626,2022-11-21,22028,1,8959,1,11750000000,1057500000,0,12807500000,Registred by Accounting,2022-11-21 09:53:09.193,مناقصه ای,تهران,2,29,1
958,26624,2022-11-21,20569,1,8959,1,770000000,69300000,0,839300000,Registred by Accounting,2022-11-21 12:50:24.497,تک فروشی,تهران,0,29,1
959,26627,2022-11-21,3,1,8959,1,755500000,67995000,0,823495000,Registred by Accounting,2022-11-21 12:53:06.193,نمایندگان,مشهد,3,77,1
960,26628,2022-11-21,3,1,8959,1,102500000,9225000,0,111725000,Registred by Accounting,2022-11-21 13:32:19.413,نمایندگان,مشهد,3,77,1
961,26629,2022-11-21,19459,1,8959,1,1431800000,128862000,0,1560662000,Registred by Accounting,2022-11-22 10:50:17.223,تک فروشی,ارومیه,0,4,1
962,26630,2022-11-22,22140,2,8952,1,1387500000,124875000,0,1512375000,Registred by Accounting,2022-11-22 15:18:35.283,تک فروشی,تهران,0,29,1
964,26631,2022-11-26,18806,4,8974,1,471000000,42390000,0,513390000,Registred by Accounting,2022-11-26 09:02:34.177,تک فروشی,تهران,0,29,1
965,26632,2022-11-26,20636,4,8974,1,170000000,15300000,0,185300000,Registred by Accounting,2022-11-26 09:21:23.473,نمایندگان,تهران,3,29,1
970,26633,2022-11-27,588,1,1,1,7560000000,680400000,0,8240400000,Registred by Accounting,2022-11-27 16:23:22.803,تک فروشی,بندر انزلی,0,20,1
971,26634,2022-11-28,574,1,8959,1,56180400000,5056236000,0,61236636000,Registred by Accounting,2022-11-29 10:17:36.017,تک فروشی,تهران,0,29,1
972,26635,2022-11-30,14449,1,8959,1,354300000,31887000,0,386187000,Registred by Accounting,2022-11-30 10:22:56.157,نمایندگان,کرمان,3,87,1
